asset_id,hour,current,vibration,temperature,label
PM-010,131,1.3615,0.2605,37.0662,0
PM-010,132,1.3632,0.2579,37.5914,0
PM-010,133,1.3298,0.2665,37.1886,0
PM-010,134,1.3164,0.2894,37.3818,0
PM-010,135,1.3567,0.2934,37.5033,0
PM-010,136,1.3098,0.2612,37.5963,0
PM-010,137,1.34,0.2855,37.3143,0
PM-010,138,1.3303,0.2855,36.8228,0
PM-010,139,1.3325,0.2768,37.4036,0
PM-010,140,1.313,0.257,37.223,0
PM-010,141,1.3376,0.2991,37.0776,0
PM-010,142,1.329,0.2996,37.6602,0
PM-010,143,1.3166,0.2859,37.5907,0
PM-010,144,1.3428,0.2582,37.1623,0
PM-010,145,1.3263,0.2837,37.2122,0
PM-010,146,1.3336,0.2667,36.8734,0
PM-010,147,1.3908,0.2818,37.7826,0
PM-010,148,1.3165,0.2986,37.222,0
PM-010,149,1.3495,0.2906,37.7943,0
PM-010,150,1.3379,0.2607,37.3366,0
PM-010,151,1.3507,0.2677,37.214,0
PM-010,152,1.3079,0.2611,37.4743,0
PM-010,153,1.3565,0.2923,38.0238,0
PM-010,154,1.3686,0.2735,37.0603,0
PM-010,155,1.3337,0.2675,37.3907,0
PM-010,156,1.3567,0.283,37.8138,0
PM-010,157,1.3468,0.2566,37.17,0
PM-010,158,1.3469,0.2792,37.7335,0
PM-010,159,1.339,0.2731,36.8688,0
PM-010,160,1.3227,0.2804,37.4039,0
PM-010,161,1.3508,0.2825,37.307,0
PM-010,162,1.3188,0.2758,37.3277,0
PM-010,163,1.3663,0.2957,37.1973,0
PM-010,164,1.3264,0.2555,37.2915,0
PM-010,165,1.3294,0.3149,37.0064,0
PM-010,166,1.34,0.2661,37.3484,0
PM-010,167,1.3322,0.2879,37.4731,0
PM-010,168,1.3544,0.2645,37.6648,0
PM-010,169,1.3292,0.2547,37.2864,0
PM-010,170,1.3411,0.257,37.6031,0
PM-010,171,1.3226,0.263,37.341,0
PM-010,172,1.356,0.2575,37.6232,0
PM-010,173,1.2957,0.2807,37.0021,0
PM-010,174,1.3229,0.3018,37.0445,0
PM-010,175,1.3377,0.2598,37.5717,0
PM-010,176,1.347,0.284,37.6802,0
PM-010,177,1.3321,0.2919,37.788,0
PM-010,178,1.3445,0.2592,36.9795,0
PM-010,179,1.3477,0.2592,36.938,0
PM-010,180,1.3565,0.2689,38.0668,0
PM-010,181,1.3257,0.2683,37.4487,0
PM-010,182,1.3429,0.2745,37.3086,0
PM-010,183,1.4037,0.3007,37.594,0
PM-010,184,1.3143,0.2747,37.5391,0
PM-010,185,1.3538,0.2949,37.1486,0
PM-010,186,1.3381,0.2644,37.7414,0
PM-010,187,1.3528,0.2682,37.4084,0
PM-010,188,1.3399,0.2626,37.62,0
PM-010,189,1.3404,0.2678,37.0718,0
PM-010,190,1.3559,0.2798,37.1326,0
PM-010,191,1.3289,0.2759,37.3601,0
PM-010,192,1.3427,0.2492,37.3771,0
PM-010,193,1.3145,0.2971,37.6539,0
PM-010,194,1.362,0.2389,37.2512,0
PM-010,195,1.3373,0.2844,37.6112,0
PM-010,196,1.3646,0.241,37.1006,0
PM-010,197,1.34,0.2882,37.5815,0
PM-010,198,1.3484,0.2662,37.188,0
PM-010,199,1.3263,0.2611,37.0425,0
PM-010,200,1.317,0.2808,37.3783,0
PM-010,201,1.3203,0.2501,37.2302,0
PM-010,202,1.3685,0.2759,37.581,0
PM-010,203,1.3425,0.2749,36.8991,0
PM-010,204,1.3307,0.2678,37.7853,0
PM-010,205,1.3425,0.2949,37.6792,0
PM-010,206,1.3219,0.2758,37.8464,0
PM-010,207,1.3501,0.2833,37.6151,0
PM-010,208,1.3485,0.284,37.4316,0
PM-010,209,1.3321,0.2599,36.7839,0
PM-010,210,1.3323,0.2823,37.4126,0
PM-010,211,1.3516,0.2739,38.1576,0
PM-010,212,1.3794,0.253,37.5379,0
PM-010,213,1.3582,0.2439,37.391,0
PM-010,214,1.3492,0.2757,37.4568,0
PM-010,215,1.3404,0.2863,37.8055,0
PM-010,216,1.3543,0.2934,37.0238,0
PM-010,217,1.3794,0.2805,37.2238,0
PM-010,218,1.3472,0.2676,37.3824,0
PM-010,219,1.3449,0.2655,37.3877,0
PM-010,220,1.3248,0.2652,37.0377,0
PM-010,221,1.3314,0.2675,37.4831,0
PM-010,222,1.3608,0.2857,37.6327,0
PM-010,223,1.3566,0.2619,37.2408,0
PM-010,224,1.3744,0.2676,37.8971,0
PM-010,225,1.3305,0.2451,37.2668,0
PM-010,226,1.3558,0.3007,36.8976,0
PM-010,227,1.3554,0.2892,37.7314,0
PM-010,228,1.2854,0.3006,37.4733,0
PM-010,229,1.348,0.2914,36.7395,0
PM-010,230,1.3592,0.3114,36.9304,0
PM-010,231,1.3376,0.2763,37.4479,0
PM-010,232,1.3474,0.2657,37.353,0
PM-010,233,1.3737,0.2819,37.4515,0
PM-010,234,1.3246,0.2959,37.2759,0
PM-010,235,1.2979,0.2821,37.5531,0
PM-010,236,1.3329,0.2423,37.0061,0
PM-010,237,1.3366,0.2699,37.4735,0
PM-010,238,1.3507,0.2692,36.9213,0
PM-010,239,1.3679,0.2842,37.5424,0
PM-010,240,1.3465,0.2922,37.2267,0
PM-010,241,1.3554,0.2858,37.5316,0
PM-010,242,1.315,0.2779,37.4571,0
PM-010,243,1.3744,0.2773,37.6656,0
PM-010,244,1.3091,0.265,37.4727,0
PM-010,245,1.3475,0.265,37.6277,0
PM-010,246,1.3355,0.2729,37.3175,0
PM-010,247,1.3656,0.2921,37.9059,0
PM-010,248,1.3499,0.3047,37.4124,0
PM-010,249,1.3363,0.2692,37.2881,0
PM-010,250,1.3363,0.2655,37.1638,0
PM-010,251,1.351,0.2685,36.8309,0
PM-010,252,1.3038,0.2443,36.9157,0
PM-010,253,1.3149,0.2612,37.4268,0
PM-010,254,1.3134,0.262,36.7914,0
PM-010,255,1.3256,0.2866,37.334,0
PM-010,256,1.3405,0.2757,36.9555,0
PM-010,257,1.3307,0.2791,37.6318,0
PM-010,258,1.3461,0.289,37.0151,0
PM-010,259,1.3088,0.2495,37.5861,0
PM-010,260,1.3101,0.2917,37.2072,0
PM-010,261,1.3722,0.269,37.2228,0
PM-010,262,1.3402,0.2696,37.4664,0
PM-010,263,1.318,0.2786,37.1157,0
PM-010,264,1.3347,0.2551,37.6027,0
PM-010,265,1.3317,0.2895,37.1199,0
PM-010,266,1.3387,0.2897,36.9883,0
PM-010,267,1.3212,0.2879,37.7452,0
PM-010,268,1.3392,0.2612,37.2456,0
PM-010,269,1.3783,0.2558,37.4994,0
PM-010,270,1.3414,0.2584,37.2468,0
PM-010,271,1.3028,0.2801,37.4709,0
PM-010,272,1.3115,0.2841,37.1414,0
PM-010,273,1.3237,0.2611,37.5395,0
PM-010,274,1.3054,0.2519,37.1633,0
PM-010,275,1.3277,0.2852,37.3136,0
PM-010,276,1.3371,0.2515,37.2719,0
PM-010,277,1.2907,0.2793,37.5442,0
PM-010,278,1.3233,0.2814,37.2093,0
PM-010,279,1.3635,0.2792,37.0294,0
PM-010,280,1.3623,0.2882,37.2173,0
PM-010,281,1.3488,0.283,37.2133,0
PM-010,282,1.3402,0.2794,37.1383,0
PM-010,283,1.3658,0.2461,37.5441,0
PM-010,284,1.3145,0.2721,36.8615,0
PM-010,285,1.3125,0.2745,37.3628,0
PM-010,286,1.3601,0.2698,37.5259,0
PM-010,287,1.3387,0.2844,37.0134,0
PM-010,288,1.3406,0.2814,37.192,0
PM-010,289,1.3465,0.2829,37.1856,0
PM-010,290,1.3544,0.2412,36.7664,0
PM-010,291,1.3182,0.28,37.1145,0
PM-010,292,1.3121,0.2744,37.3711,0
PM-010,293,1.3261,0.258,37.3431,0
PM-010,294,1.3548,0.2576,37.8153,0
PM-010,295,1.3275,0.2662,37.3813,0
PM-010,296,1.3409,0.2423,37.3085,0
PM-010,297,1.3504,0.2912,37.3063,0
PM-010,298,1.3317,0.2866,37.8785,0
PM-010,299,1.3407,0.273,37.718,0
PM-010,300,1.3163,0.2767,38.0633,0
PM-010,301,1.3479,0.2873,37.2424,0
PM-010,302,1.3506,0.294,36.8867,0
PM-010,303,1.3369,0.281,37.3241,0
PM-010,304,1.3291,0.2967,37.4021,0
PM-010,305,1.3248,0.2905,37.7579,0
PM-010,306,1.3617,0.2695,37.2293,0
PM-010,307,1.3181,0.2796,37.6705,0
PM-010,308,1.3501,0.3021,36.7589,0
PM-010,309,1.3417,0.2882,37.1583,0
PM-010,310,1.3162,0.2577,37.3723,0
PM-010,311,1.3142,0.2979,37.4955,0
PM-010,312,1.3348,0.2746,37.6656,0
PM-010,313,1.3657,0.2618,37.121,0
PM-010,314,1.3317,0.2664,36.7996,0
PM-010,315,1.3226,0.2652,36.9809,0
PM-010,316,1.3477,0.2739,37.5262,0
PM-010,317,1.3192,0.2853,37.3844,0
PM-010,318,1.3279,0.2998,37.3748,0
PM-010,319,1.3283,0.28,37.057,0
PM-010,320,1.3353,0.3062,36.8101,0
PM-010,321,1.3283,0.2736,37.2311,0
PM-010,322,1.3288,0.3012,37.1745,0
PM-010,323,1.3468,0.2666,37.4607,0
PM-010,324,1.3576,0.2747,37.1694,0
PM-010,325,1.3364,0.2838,37.6009,0
PM-010,326,1.344,0.2746,37.7246,0
PM-010,327,1.3263,0.2696,37.8791,0
PM-010,328,1.3369,0.2857,37.0749,0
PM-010,329,1.3589,0.2585,36.9735,0
PM-010,330,1.3567,0.2704,37.2683,0
PM-010,331,1.3475,0.2714,37.0267,0
PM-010,332,1.3275,0.2611,37.6894,0
PM-010,333,1.363,0.2632,37.4716,0
PM-010,334,1.3334,0.2977,38.0518,0
PM-010,335,1.3535,0.2681,36.9933,0
PM-010,336,1.3438,0.2734,36.9082,0
PM-010,337,1.3404,0.3075,37.5827,0
PM-010,338,1.3156,0.2755,37.453,0
PM-010,339,1.3487,0.2512,37.3058,0
PM-010,340,1.3441,0.273,36.7623,0
PM-010,341,1.3358,0.2875,37.1694,0
PM-010,342,1.3295,0.2967,37.281,0
PM-010,343,1.3411,0.2478,37.0251,0
PM-010,344,1.3827,0.3006,37.4828,0
PM-010,345,1.2931,0.2558,36.9334,0
PM-010,346,1.3114,0.27,37.5752,0
PM-010,347,1.3262,0.2711,37.2488,0
PM-010,348,1.3569,0.2892,37.3896,0
PM-010,349,1.3644,0.27,37.8651,0
PM-010,350,1.3267,0.2463,36.9621,0
PM-010,351,1.3118,0.2647,37.6796,0
PM-010,352,1.3299,0.2554,36.9041,0
PM-010,353,1.3377,0.2986,37.4073,0
PM-010,354,1.3577,0.2818,36.883,0
PM-010,355,1.3509,0.2587,37.2159,0
PM-010,356,1.3244,0.2742,37.2664,0
PM-010,357,1.3312,0.2716,37.4213,0
PM-010,358,1.3333,0.2732,37.9386,0
PM-010,359,1.3596,0.2683,37.373,0
PM-010,360,1.3394,0.277,37.3347,0
PM-010,361,1.3406,0.272,37.1566,0
PM-010,362,1.3311,0.2497,37.5495,0
PM-010,363,1.3485,0.3059,36.9823,0
PM-010,364,1.3308,0.2933,37.4486,0
PM-010,365,1.3715,0.2979,36.612,0
PM-010,366,1.344,0.2797,37.3341,0
PM-010,367,1.3302,0.2992,37.3329,0
PM-010,368,1.2761,0.2691,37.9623,0
PM-010,369,1.3165,0.294,37.6537,0
PM-010,370,1.3337,0.2786,37.3201,0
PM-010,371,1.3283,0.2657,37.7672,0
PM-010,372,1.3354,0.2642,37.5057,0
PM-010,373,1.3474,0.2534,37.1477,0
PM-010,374,1.3049,0.314,37.2322,0
PM-010,375,1.3253,0.2683,37.1147,0
PM-010,376,1.3352,0.2943,37.3702,0
PM-010,377,1.3111,0.2586,37.3934,0
PM-010,378,1.3222,0.2729,38.1347,0
PM-010,379,1.3187,0.2541,37.1189,0
PM-010,380,1.3029,0.2951,36.9932,0
PM-010,381,1.3194,0.2558,36.8335,0
PM-010,382,1.3378,0.2645,36.7996,0
PM-010,383,1.3314,0.2813,37.2084,0
PM-010,384,1.3508,0.3013,37.5853,0
PM-010,385,1.3432,0.288,38.0091,0
PM-010,386,1.31,0.2853,37.0419,0
PM-010,387,1.3437,0.2559,37.5678,0
PM-010,388,1.3445,0.2983,37.2596,0
PM-010,389,1.3328,0.2714,38.0793,0
PM-010,390,1.3515,0.2959,37.5583,0
PM-010,391,1.3565,0.2536,37.173,0
PM-010,392,1.3264,0.2767,37.3099,0
PM-010,393,1.3067,0.2764,36.7372,0
PM-010,394,1.3544,0.2773,37.7146,0
PM-010,395,1.3431,0.2688,36.8681,0
PM-010,396,1.331,0.264,37.4524,0
PM-010,397,1.3304,0.2848,37.7471,0
PM-010,398,1.3106,0.2757,37.3267,0
PM-010,399,1.3451,0.2861,37.8173,0
PM-010,400,1.3167,0.2522,37.3975,0
PM-010,401,1.3478,0.2866,37.1127,0
PM-010,402,1.3073,0.2941,37.4947,0
PM-010,403,1.3313,0.2436,37.1403,0
PM-010,404,1.3528,0.2823,36.9275,0
PM-010,405,1.3512,0.2744,37.7211,0
PM-010,406,1.3249,0.2665,37.3755,0
PM-010,407,1.3305,0.2627,37.8934,0
PM-010,408,1.3673,0.2614,37.4071,0
PM-010,409,1.3082,0.3013,37.569,0
PM-010,410,1.3589,0.272,37.6934,0
PM-010,411,1.3624,0.2733,36.9963,0
PM-010,412,1.3476,0.2739,37.8967,0
PM-010,413,1.3399,0.2774,37.5831,0
PM-010,414,1.3389,0.2862,37.1793,0
PM-010,415,1.3165,0.2621,37.2398,0
PM-010,416,1.3412,0.2833,37.4777,0
PM-010,417,1.3391,0.2597,37.5506,0
PM-010,418,1.3088,0.2583,37.3545,0
PM-010,419,1.3548,0.2852,37.3109,0
PM-010,420,1.3478,0.2598,37.1724,0
PM-010,421,1.3279,0.2611,37.2332,0
PM-010,422,1.3347,0.2688,37.264,0
PM-010,423,1.2816,0.2816,37.2193,0
PM-010,424,1.3307,0.2549,37.8063,0
PM-010,425,1.3708,0.2507,37.2703,0
PM-010,426,1.3574,0.2704,37.1591,0
PM-010,427,1.3254,0.2805,38.1256,0
PM-010,428,1.3554,0.2591,37.1523,0
PM-010,429,1.3335,0.2629,37.0273,0
PM-010,430,1.3539,0.2682,37.4525,0
PM-010,431,1.3745,0.2679,37.4234,0
PM-010,432,1.3184,0.282,37.731,0
PM-010,433,1.3638,0.2764,37.1853,0
PM-010,434,1.3436,0.2765,37.4793,0
PM-010,435,1.3262,0.2698,37.2755,0
PM-010,436,1.3522,0.2878,37.2115,0
PM-010,437,1.3158,0.2812,37.5606,0
PM-010,438,1.3362,0.2651,37.1976,0
PM-010,439,1.3716,0.2791,37.645,0
PM-010,440,1.3228,0.2939,37.6094,0
PM-010,441,1.3368,0.2849,37.7292,0
PM-010,442,1.3167,0.2679,37.4982,0
PM-010,443,1.3393,0.2819,37.5474,0
PM-010,444,1.3488,0.272,37.2858,0
PM-010,445,1.37,0.2771,37.7476,0
PM-010,446,1.3674,0.2641,37.5616,0
PM-010,447,1.3173,0.3,37.3975,0
PM-010,448,1.3417,0.2628,37.1589,0
PM-010,449,1.3434,0.2771,37.2254,0
PM-010,450,1.3564,0.2757,37.0378,0
PM-010,451,1.3533,0.2584,36.764,0
PM-010,452,1.3408,0.2603,37.3944,0
PM-010,453,1.3552,0.2905,37.4903,0
PM-010,454,1.3123,0.265,37.3426,0
PM-010,455,1.3392,0.2616,37.2023,0
PM-010,456,1.3551,0.2833,37.2484,0
PM-010,457,1.3595,0.2559,37.5876,0
PM-010,458,1.3525,0.287,37.4299,0
PM-010,459,1.3258,0.2847,37.2163,0
PM-010,460,1.343,0.2649,37.2375,0
PM-010,461,1.336,0.2818,37.5111,0
PM-010,462,1.3728,0.278,37.0567,0
PM-010,463,1.3549,0.2808,37.2839,0
PM-010,464,1.3308,0.2665,37.1455,0
PM-010,465,1.3144,0.2903,37.4714,0
PM-010,466,1.3407,0.2665,37.6678,0
PM-010,467,1.3104,0.2738,37.6356,0
PM-010,468,1.299,0.2784,37.1429,0
PM-010,469,1.3413,0.2702,37.5191,0
PM-010,470,1.3635,0.3135,37.307,0
PM-010,471,1.3536,0.2809,37.4658,0
PM-010,472,1.3684,0.2655,37.2335,0
PM-010,473,1.3353,0.261,37.3405,0
PM-010,474,1.352,0.2882,37.2858,0
PM-010,475,1.3617,0.2447,38.0386,0
PM-010,476,1.3502,0.2693,37.4796,0
PM-010,477,1.3358,0.2444,37.3551,0
PM-010,478,1.3571,0.2902,37.4165,0
PM-010,479,1.358,0.2823,37.4078,0
PM-011,0,1.3784,0.242,38.4674,0
PM-011,1,1.3535,0.295,38.4576,0
PM-011,2,1.349,0.2457,38.8694,0
PM-011,3,1.3684,0.2777,38.9028,0
PM-011,4,1.3379,0.2492,39.111,0
PM-011,5,1.3615,0.2792,38.6565,0
PM-011,6,1.3462,0.2568,38.411,0
PM-011,7,1.3542,0.2644,38.8549,0
PM-011,8,1.3337,0.2611,38.5254,0
PM-011,9,1.3526,0.2633,38.5363,0
PM-011,10,1.3932,0.2792,39.056,0
PM-011,11,1.3557,0.2469,38.726,0
PM-011,12,1.3625,0.2522,38.3487,0
PM-011,13,1.3647,0.2553,38.9079,0
PM-011,14,1.3789,0.2779,38.3236,0
PM-011,15,1.3736,0.2504,38.3353,0
PM-011,16,1.357,0.2774,38.5897,0
PM-011,17,1.3969,0.2696,38.5832,0
PM-011,18,1.3888,0.268,38.4217,0
PM-011,19,1.4027,0.2652,38.7071,0
PM-011,20,1.3484,0.279,38.8566,0
PM-011,21,1.3781,0.2537,38.9517,0
PM-011,22,1.3838,0.2513,38.2763,0
PM-011,23,1.3772,0.2378,38.747,0
PM-011,24,1.3566,0.2796,38.5836,0
PM-011,25,1.3877,0.2536,39.0014,0
PM-011,26,1.4068,0.2453,38.789,0
PM-011,27,1.4205,0.2624,38.72,0
PM-011,28,1.3813,0.262,38.1893,0
PM-011,29,1.3882,0.2313,38.5764,0
PM-011,30,1.3897,0.256,38.4933,0
PM-011,31,1.3831,0.2486,38.3348,0
PM-011,32,1.371,0.2586,38.3283,0
PM-011,33,1.3783,0.2683,38.5935,0
PM-011,34,1.3597,0.2684,39.0585,0
PM-011,35,1.3599,0.2712,38.871,0
PM-011,36,1.3831,0.2619,38.4277,0
PM-011,37,1.3563,0.2665,39.247,0
PM-011,38,1.3559,0.2734,38.603,0
PM-011,39,1.3678,0.2841,38.9307,0
PM-011,40,1.3407,0.2528,39.0783,0
PM-011,41,1.3684,0.2441,38.4557,0
PM-011,42,1.3796,0.2763,38.7068,0
PM-011,43,1.4151,0.2737,38.6284,0
PM-011,44,1.3492,0.2467,38.802,0
PM-011,45,1.3558,0.2865,39.1413,0
PM-011,46,1.3782,0.2437,38.4998,0
PM-011,47,1.3907,0.2529,39.0381,0
PM-011,48,1.375,0.2621,38.4906,0
PM-011,49,1.3637,0.2642,39.0112,0
PM-011,50,1.3478,0.2574,38.7149,0
PM-011,51,1.3788,0.2477,38.3065,0
PM-011,52,1.379,0.2386,39.0869,0
PM-011,53,1.3624,0.2381,38.5573,0
PM-011,54,1.3731,0.2534,38.7074,0
PM-011,55,1.3804,0.2583,38.4203,0
PM-011,56,1.3596,0.2826,39.2069,0
PM-011,57,1.3252,0.2777,38.7765,0
PM-011,58,1.384,0.2531,38.1709,0
PM-011,59,1.3772,0.2472,38.2849,0
PM-011,60,1.3392,0.2704,38.7433,0
PM-011,61,1.3812,0.2714,38.5751,0
PM-011,62,1.3641,0.2537,38.6383,0
PM-011,63,1.3462,0.2672,39.024,0
PM-011,64,1.3492,0.2806,38.7355,0
PM-011,65,1.3704,0.2359,38.1592,0
PM-011,66,1.3684,0.2732,38.5,0
PM-011,67,1.399,0.2724,38.4289,0
PM-011,68,1.3662,0.2985,38.3287,0
PM-011,69,1.3761,0.2565,38.9135,0
PM-011,70,1.3909,0.2556,39.0371,0
PM-011,71,1.41,0.2623,38.9369,0
PM-011,72,1.3537,0.2616,38.6484,0
PM-011,73,1.3815,0.2794,38.6685,0
PM-011,74,1.3962,0.2843,38.9555,0
PM-011,75,1.3552,0.2522,38.4577,0
PM-011,76,1.3845,0.2432,38.9045,0
PM-011,77,1.3439,0.2737,38.7066,0
PM-011,78,1.3922,0.2785,39.1319,0
PM-011,79,1.3948,0.2635,38.3538,0
PM-011,80,1.3445,0.2301,38.3763,0
PM-011,81,1.3669,0.253,38.6474,0
PM-011,82,1.3754,0.2568,38.3649,0
PM-011,83,1.3645,0.2479,38.6202,0
PM-011,84,1.3924,0.2573,39.2327,0
PM-011,85,1.3942,0.2527,38.3681,0
PM-011,86,1.3645,0.2787,38.5544,0
PM-011,87,1.3837,0.2795,38.4692,0
PM-011,88,1.352,0.272,38.747,0
PM-011,89,1.3518,0.2561,38.6803,0
PM-011,90,1.3343,0.2728,38.5578,0
PM-011,91,1.3099,0.261,38.479,0
PM-011,92,1.3993,0.2526,38.3721,0
PM-011,93,1.3757,0.2514,38.4676,0
PM-011,94,1.3757,0.2457,38.2642,0
PM-011,95,1.4001,0.27,38.6222,0
PM-011,96,1.3655,0.2689,38.9934,0
PM-011,97,1.3504,0.2668,38.5494,0
PM-011,98,1.3618,0.2638,38.6994,0
PM-011,99,1.3803,0.2687,38.249,0
PM-011,100,1.3384,0.2558,39.25,0
PM-011,101,1.3485,0.2582,38.5405,0
PM-011,102,1.3545,0.264,39.1217,0
PM-011,103,1.3747,0.2493,39.5274,0
PM-011,104,1.3671,0.2527,39.1251,0
PM-011,105,1.3562,0.2863,38.4402,0
PM-011,106,1.3942,0.2644,39.0887,0
PM-011,107,1.4036,0.2444,39.0842,0
PM-011,108,1.3374,0.2456,38.4604,0
PM-011,109,1.3756,0.2619,38.6513,0
PM-011,110,1.3685,0.2702,38.9019,0
PM-011,111,1.3874,0.2887,38.695,0
PM-011,112,1.3551,0.2706,38.3581,0
PM-011,113,1.352,0.2763,38.6642,0
PM-011,114,1.3414,0.239,38.716,0
PM-011,115,1.3884,0.2783,38.7347,0
PM-011,116,1.4057,0.2598,38.6599,0
PM-011,117,1.3142,0.2546,38.957,0
PM-011,118,1.3968,0.2489,38.8401,0
PM-011,119,1.3865,0.2615,38.0164,0
PM-011,120,1.3705,0.2728,38.4172,0
PM-011,121,1.3605,0.244,37.9304,0
PM-011,122,1.3861,0.2613,39.1807,0
PM-011,123,1.3827,0.256,38.6765,0
PM-011,124,1.3769,0.2759,38.7982,0
PM-011,125,1.3877,0.2569,38.4023,0
PM-011,126,1.3643,0.2644,38.341,0
PM-011,127,1.3388,0.2681,38.5795,0
PM-011,128,1.3622,0.256,39.1576,0
PM-011,129,1.3908,0.2428,38.5416,0
PM-011,130,1.3826,0.2704,38.689,0
PM-011,131,1.3428,0.2511,38.5464,0
PM-011,132,1.3711,0.2869,38.4954,0
PM-011,133,1.345,0.2597,39.0109,0
PM-011,134,1.3366,0.2832,38.6498,0
PM-011,135,1.3509,0.2374,38.9134,0
PM-011,136,1.3621,0.2639,38.4312,0
PM-011,137,1.3592,0.2541,38.6712,0
PM-011,138,1.3522,0.2383,39.52,0
PM-011,139,1.3383,0.2641,38.1698,0
PM-011,140,1.3256,0.2628,38.7537,0
PM-011,141,1.3908,0.2673,38.6565,0
PM-011,142,1.3466,0.2838,38.9801,0
PM-011,143,1.3406,0.2619,38.7446,0
PM-011,144,1.3586,0.2729,38.9509,0
PM-011,145,1.3617,0.2571,39.1511,0
PM-011,146,1.3842,0.2624,38.2127,0
PM-011,147,1.3724,0.2718,37.8751,0
PM-011,148,1.3706,0.2551,38.6352,0
PM-011,149,1.3474,0.2591,39.119,0
PM-011,150,1.3566,0.2758,38.4595,0
PM-011,151,1.3807,0.2614,38.807,0
PM-011,152,1.3657,0.271,37.9311,0
PM-011,153,1.3372,0.2676,38.0884,0
PM-011,154,1.3549,0.2605,38.453,0
PM-011,155,1.3517,0.2654,39.0042,0
PM-011,156,1.3464,0.2527,38.482,0
PM-011,157,1.3171,0.2635,38.9818,0
PM-011,158,1.3859,0.2483,38.3259,0
PM-011,159,1.366,0.2738,38.7479,0
PM-011,160,1.3713,0.2785,38.4797,0
PM-011,161,1.3612,0.2859,38.6424,0
PM-011,162,1.3402,0.2513,38.42,0
PM-011,163,1.3727,0.2479,38.7827,0
PM-011,164,1.3508,0.2295,38.7934,0
PM-011,165,1.3685,0.2691,38.4995,0
PM-011,166,1.35,0.2674,39.1571,0
PM-011,167,1.3658,0.2677,38.6049,0
PM-011,168,1.3347,0.2759,38.9739,0
PM-011,169,1.3798,0.2586,38.8805,0
PM-011,170,1.3834,0.2857,38.998,0
PM-011,171,1.3668,0.2417,38.7481,0
PM-011,172,1.3707,0.272,39.1076,0
PM-011,173,1.3636,0.2929,38.1736,0
PM-011,174,1.3739,0.2494,38.1293,0
PM-011,175,1.3615,0.2395,38.653,0
PM-011,176,1.3662,0.2781,38.2491,0
PM-011,177,1.3837,0.2628,39.0101,0
PM-011,178,1.3569,0.2414,38.3362,0
PM-011,179,1.3397,0.2685,39.1445,0
PM-011,180,1.3543,0.2708,38.2444,0
PM-011,181,1.3692,0.2714,38.267,0
PM-011,182,1.3615,0.2721,37.8213,0
PM-011,183,1.3923,0.2667,38.9164,0
PM-011,184,1.3573,0.2355,38.8616,0
PM-011,185,1.3639,0.2618,39.0277,0
PM-011,186,1.3808,0.2902,38.7476,0
PM-011,187,1.3517,0.2585,38.8261,0
PM-011,188,1.3859,0.2394,38.704,0
PM-011,189,1.3977,0.2578,38.9807,0
PM-011,190,1.3754,0.2757,38.4585,0
PM-011,191,1.3494,0.2617,38.2418,0
PM-011,192,1.3602,0.2651,39.2368,0
PM-011,193,1.3736,0.2707,39.0508,0
PM-011,194,1.3463,0.2589,39.429,0
PM-011,195,1.364,0.2781,38.9905,0
PM-011,196,1.336,0.266,38.7454,0
PM-011,197,1.3721,0.25,38.3663,0
PM-011,198,1.356,0.2599,39.0569,0
PM-011,199,1.4019,0.2823,38.9595,0
PM-011,200,1.3455,0.2552,38.7644,0
PM-011,201,1.3529,0.27,38.9176,0
PM-011,202,1.3763,0.2767,38.43,0
PM-011,203,1.3842,0.2509,38.4191,0
PM-011,204,1.3762,0.2796,38.8478,0
PM-011,205,1.366,0.266,38.7424,0
PM-011,206,1.343,0.2427,38.6778,0
PM-011,207,1.3671,0.2615,38.9043,0
PM-011,208,1.3612,0.2698,38.658,0
PM-011,209,1.402,0.2626,39.4036,0
PM-011,210,1.3726,0.2582,38.4316,0
PM-011,211,1.3367,0.2465,38.4375,0
PM-011,212,1.3734,0.2535,38.7575,0
PM-011,213,1.3912,0.26,39.3252,0
PM-011,214,1.342,0.2591,38.5396,0
PM-011,215,1.3843,0.2278,38.2685,0
PM-011,216,1.3634,0.2846,38.7692,0
PM-011,217,1.3385,0.2434,39.2033,0
PM-011,218,1.3531,0.2472,39.1446,0
PM-011,219,1.3858,0.2805,38.4164,0
PM-011,220,1.335,0.2634,38.802,0
PM-011,221,1.3728,0.2835,38.1813,0
PM-011,222,1.3827,0.2449,38.9581,0
PM-011,223,1.3561,0.2491,38.5185,0
PM-011,224,1.3366,0.262,38.4696,0
PM-011,225,1.3813,0.271,39.2079,0
PM-011,226,1.3729,0.2692,39.1215,0
PM-011,227,1.3565,0.239,38.7615,0
PM-011,228,1.3442,0.2982,39.1381,0
PM-011,229,1.4195,0.2623,38.8666,0
PM-011,230,1.3705,0.2746,38.3368,0
PM-011,231,1.3324,0.2495,38.2648,0
PM-011,232,1.4164,0.2886,38.2805,0
PM-011,233,1.4162,0.2756,38.2305,0
PM-011,234,1.3861,0.2527,38.9258,0
PM-011,235,1.3729,0.2599,38.4956,0
PM-011,236,1.4105,0.2581,38.5408,0
PM-011,237,1.4003,0.2919,38.5764,0
PM-011,238,1.3872,0.2701,38.6584,0
PM-011,239,1.3833,0.2948,38.5957,0
